temperature,vibration,pressure,runtime_hours,failure
79.96714153011233,0.4576240317977297,26.60752634756389,1947.9762421931407,0
73.61735698828815,0.4546585891616146,28.472502684731737,75.53722793852191,0
101.03458315174512,0.857175364117985,36.82086574275424,6399.389880897794,1
106.69309816296752,0.7880140355083247,46.49428982958602,3839.575454243357,1
91.77567598668531,0.9428674432700545,45.53197894963848,5449.934402653795,1
72.6586304305082,0.3725767880923205,26.144789214293976,299.5235050168188,0
90.79212815507393,0.6048482651050593,35.00410248884207,1137.2905523646032,0
82.67434729152909,0.5487774821084338,26.09163963826556,1296.899976105903,0
70.30525614065049,0.4265766678028962,25.761863937515574,1933.45747319394,0
80.42560043585965,0.4858470362662153,34.09297309171607,4014.3318619877305,0
70.36582307187538,0.6598321807641033,34.60968189003808,1932.7893686574632,0
70.34270246429743,0.5733547813505866,34.25704968381327,1023.267648231635,0
92.8665417271375,0.8348050502506281,29.090384446416632,423.72826838675394,1
55.86719755342202,0.4762316683039015,27.670245109639747,397.4587417634373,0
57.75082167486967,0.507660907045166,34.114942960016606,3800.236029804887,0
69.37712470759027,0.4488236442057696,30.207709202819476,2224.014955183165,0
64.87168879665576,0.2895250494280985,24.63153576901268,3630.905610000076,0
78.14247332595274,0.704217791053473,32.29158969562721,3411.435608818488,0
65.91975924478788,0.5155324999199401,26.425963705042648,676.812308801289,0
60.87696298664709,0.5398147265122537,38.97262424196106,714.439670961336,0
89.65648768921554,0.4942092250123091,37.724207312091295,3776.7100771706696,0
72.74223699513465,0.4264883199275412,33.020487131777834,3606.341467427086,0
75.67528204687923,0.4814075519051229,36.80503352384887,1890.153834371552,0
60.75251813786544,0.3400605237805688,30.323956750616905,387.1113166642004,0
69.55617275474818,0.7277086498053305,33.82718747187508,60.490108492260994,0
76.10922589709867,0.3765488001577604,37.38860147651037,1440.7847473087245,0
63.490064225776976,0.396803371615282,31.227493408971565,46.11136793613469,0
78.75698018345672,0.4559740795613599,28.72406414242858,1150.3631055185172,0
89.19914552121256,1.0088709010792059,35.13048075412109,3073.96107344232,1
72.08306250206724,0.5014508999262655,29.58433237139253,607.078826559771,0
68.98293387770603,0.3763864203969537,34.11711592281156,2617.5747620328884,0
93.52278184508938,0.625433836075734,34.72816713783815,4482.187178593683,0
74.86502775262066,0.5731000626785482,32.52182532859205,2927.350145114446,0
64.422890710441,0.5538434957216453,27.2935045251888,4672.278433813907,0
83.22544912103189,0.571573424117084,20.11589215526205,1729.130818928396,0
84.58578541325878,1.0088709010792059,36.98568685999754,4468.326233298824,1
77.08863595004756,0.7185094895036113,28.478275644730243,2617.5747620328884,0
55.40329876120224,0.4313284656996705,28.43535516404993,3091.7015863997062,0
61.71813951101569,0.6623884992811152,33.092781784889624,647.9286500499221,0
76.96861235869123,0.5116543282244168,39.9283820550742,10.403195881428797,0
82.3846657999541,0.5499095816137749,30.617646009205465,4657.659007047895,0
76.7136828118997,0.3307729168356671,28.916341054217693,2774.4718808760467,0
73.8435171761176,0.4829614234611804,28.703890934979537,4634.703313910198,0
71.98896304410711,0.4187176409663435,30.62192383453857,1669.1576185103602,0
60.214780096325725,0.5828058814893309,25.858531198258007,1638.9303458087838,0
67.80155791605291,0.6071080500402806,30.600992793730278,2003.2750088651585,0
70.39361229040213,0.2925513648983688,32.254061681659,3530.2049197908414,0
85.57122226218915,0.4977965135995729,31.04843031787244,2829.043170930871,0
76.49120143094439,0.6121861504794253,32.28770967002391,4626.77453549559,0
78.53772531464345,0.7973643791510368,43.884042835658704,160.70219142219915,1
78.24083969394795,0.5729063645002365,21.14051658876778,3540.9796898626823,0
71.14917719583684,0.5351165467627084,33.18435079197702,1651.6384468327717,0
68.23077999694041,0.5341660231952626,26.64492577168773,901.168259092306,0
97.8168692300436,0.9506781987079892,39.51504138314833,3679.5773078517936,1
85.30999522495951,0.378341919586429,24.47774086072502,2525.31892089998,0
84.31280119116198,0.3878469852574973,32.16770805236265,685.055143442142,0
66.60782476777362,0.5709352514455317,28.887125363875736,2617.5747620328884,0
71.90787624148786,0.5019458255518883,21.590156080072944,2040.8233245077745,0
85.01451387432165,0.7560997351492558,39.59418974337117,2617.14665876959,1
84.75545127122359,0.4576109957677647,22.801959346005862,1587.7906980984235,0
70.2082576215471,0.4694811154519248,30.699106792591053,742.7257575499046,0
73.14341023336183,0.6046911794488139,31.19249462836527,21.86839550489761,0
63.93665025993972,0.4664755918131973,34.42788540847523,4851.175312140103,0
63.037933759193294,0.3658935286698431,38.90842393233426,4717.4961485196345,0
83.12525822394198,0.5743651775540173,30.621902223021607,2418.251895880676,0
88.56240028570824,0.4795123336135283,29.737630719684752,4975.258766375028,0
74.27989878419666,0.5031395865532776,28.618323524778912,3368.271653911216,0
85.03532897892023,0.6607578306399511,32.16874842980481,344.2876880377077,0
78.61636025047635,0.4979439442649492,31.07834385466809,588.5909954131369,0
68.54880245394875,0.5289183673118726,28.2372687863169,4580.554219348189,0
78.61395605508415,0.3821076508701674,27.795489056945723,3150.2610107481423,0
90.38036566465968,0.478033054764904,24.41774572407976,4215.918133286756,0
74.64173960890048,0.5609526045208602,34.93930791203255,4491.348248169222,0
